edad_ingreso,promedio_academico,materias_reprobadas,distancia_hogar_ies_km,puntaje_icfes_percentil,sexo,estado_civil,zona_residencia,departamento,nivel_educativo_padre,nivel_educativo_madre,sector_ies,nivel_formacion,metodologia,area_conocimiento,semestre_cursado,estrato_socioeconomico,anio_registro,trabaja_mientras_estudia,beneficiario_icetex,beneficiario_beca
19,3.82,0,4.25,89,Hombre,Union libre,Urbana,Bogotá D.C.,Tecnico,Tecnico,Privado,Universitario,Virtual,"Ingenieria, arquitectura, urbanismo y afines",7,3,2024,0,0,0
22,3.5,1,18.58,79,Mujer,Soltero,Urbana,Huila,Bachillerato,Bachillerato,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",5,1,2025,1,0,0
15,3.06,2,7.45,57,Mujer,Soltero,Urbana,Atlántico,Primaria,Primaria,Publico,Universitario,Distancia tradicional,"Economia, administracion, contaduria y afines",1,2,2024,0,0,1
17,3.5,0,5.52,39,Hombre,Soltero,Urbana,Antioquia,Primaria,Primaria,Privado,Tecnologico,Presencial,"Economia, administracion, contaduria y afines",9,3,2023,0,0,0
18,4.32,1,0.91,66,Hombre,Soltero,Urbana,Antioquia,Primaria,Bachillerato,Publico,Universitario,Virtual,"Economia, administracion, contaduria y afines",2,4,2023,0,0,0
21,4.36,1,19.95,91,Hombre,Soltero,Urbana,Bogotá D.C.,Bachillerato,Primaria,Privado,Universitario,Virtual,"Agronomia, veterinaria y afines",12,2,2025,1,0,0
17,3.45,1,5.01,79,Mujer,Soltero,Urbana,Bogotá D.C.,Bachillerato,Primaria,Privado,Universitario,Distancia tradicional,Bellas artes,7,2,2024,0,1,1
15,3.85,0,12.77,47,Hombre,Soltero,Urbana,Risaralda,Primaria,Tecnico,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",6,4,2022,1,0,0
18,3.41,4,30.14,73,Mujer,Soltero,Urbana,Valle del Cauca,Bachillerato,Bachillerato,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",5,4,2023,0,0,1
23,2.63,3,16.26,58,Hombre,Soltero,Urbana,Chocó,Bachillerato,Bachillerato,Privado,Tecnico profesional,Presencial,Ciencias sociales y humanas,1,2,2024,0,0,1
16,3.23,2,6.47,89,Mujer,Union libre,Rural,Santander,Bachillerato,Tecnico,Privado,Universitario,Presencial,"Agronomia, veterinaria y afines",1,5,2023,0,1,0
18,3.68,0,9.02,71,Hombre,Soltero,Urbana,Atlántico,Primaria,Primaria,Publico,Tecnico profesional,Presencial,"Ingenieria, arquitectura, urbanismo y afines",3,2,2021,1,0,0
25,3.47,1,15.93,48,Mujer,Soltero,Urbana,Antioquia,Primaria,Universitario,Publico,Universitario,Presencial,"Agronomia, veterinaria y afines",3,3,2024,1,0,0
21,3.31,0,7.95,63,Mujer,Casado,Urbana,Bogotá D.C.,Primaria,Universitario,Privado,Tecnologico,Virtual,"Economia, administracion, contaduria y afines",4,4,2023,1,0,0
19,3.4,1,3.27,43,Hombre,Soltero,Urbana,Caldas,Tecnico,Tecnico,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",5,3,2023,0,0,1
16,3.11,2,5.3,33,Mujer,Soltero,Rural,Córdoba,Bachillerato,Bachillerato,Publico,Universitario,Presencial,Ciencias de la salud,8,3,2023,0,0,0
19,2.38,1,12.13,9,Mujer,Soltero,Rural,Cesar,Universitario,Bachillerato,Privado,Universitario,Presencial,Ciencias sociales y humanas,7,2,2024,1,0,1
20,4.31,0,3.12,83,Mujer,Soltero,Urbana,Bogotá D.C.,Primaria,Tecnico,Publico,Tecnologico,Presencial,Ciencias de la educacion,2,3,2021,0,0,0
17,3.19,1,5.63,62,Mujer,Soltero,Rural,Atlántico,Primaria,Bachillerato,Privado,Tecnologico,Presencial,"Economia, administracion, contaduria y afines",11,1,2025,0,0,0
20,2.23,1,5.72,41,Mujer,Soltero,Urbana,Bogotá D.C.,Tecnico,Primaria,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",10,1,2025,0,0,0
22,3.55,1,3.85,65,Mujer,Union libre,Urbana,Bogotá D.C.,Tecnico,Bachillerato,Privado,Tecnologico,Presencial,Ciencias sociales y humanas,5,5,2025,1,0,0
18,3.07,2,7.45,47,Hombre,Soltero,Urbana,Antioquia,Universitario,Bachillerato,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",11,3,2023,1,0,0
19,3.37,0,1.03,76,Hombre,Union libre,Urbana,Nariño,Universitario,Universitario,Publico,Universitario,Distancia tradicional,Ciencias de la educacion,10,4,2024,0,0,0
21,3.4,1,2.81,72,Mujer,Soltero,Urbana,Valle del Cauca,Bachillerato,Primaria,Privado,Universitario,Distancia tradicional,"Agronomia, veterinaria y afines",9,5,2022,1,0,0
15,2.89,0,45.56,50,Mujer,Soltero,Urbana,Bogotá D.C.,Primaria,Tecnico,Publico,Universitario,Presencial,Ciencias de la salud,9,2,2025,0,0,0
20,3.43,0,10.92,43,Mujer,Union libre,Rural,Bogotá D.C.,Bachillerato,Universitario,Publico,Tecnico profesional,Presencial,"Agronomia, veterinaria y afines",8,5,2024,0,0,0
20,3.57,0,3.81,72,Hombre,Soltero,Urbana,Antioquia,Universitario,Primaria,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",9,3,2024,0,0,0
27,4.48,1,6.56,67,Hombre,Union libre,Rural,Caldas,Universitario,Bachillerato,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",3,5,2025,1,0,0
20,3.22,1,2.06,50,Hombre,Soltero,Rural,Antioquia,Primaria,Ninguno,Privado,Universitario,Virtual,"Ingenieria, arquitectura, urbanismo y afines",5,3,2024,0,0,0
17,2.58,0,8.5,59,Mujer,Soltero,Urbana,Norte de Santander,Bachillerato,Primaria,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",8,4,2021,1,0,0
18,3.6,0,6.18,84,Hombre,Union libre,Urbana,Cundinamarca,Tecnico,Universitario,Privado,Tecnologico,Virtual,Matematicas y ciencias naturales,3,4,2024,0,1,1
19,2.81,1,6.04,44,Mujer,Soltero,Urbana,Atlántico,Bachillerato,Ninguno,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",9,2,2022,0,1,0
21,3.66,2,24.65,78,Hombre,Soltero,Urbana,Antioquia,Primaria,Primaria,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",12,3,2023,1,0,1
24,3.22,0,7.43,55,Mujer,Soltero,Urbana,Bogotá D.C.,Universitario,Bachillerato,Privado,Universitario,Presencial,Ciencias de la salud,9,1,2024,0,0,0
24,2.35,4,3.17,39,Mujer,Soltero,Urbana,Huila,Primaria,Bachillerato,Publico,Universitario,Presencial,Matematicas y ciencias naturales,8,2,2024,1,1,0
19,2.82,0,4.17,31,Hombre,Soltero,Urbana,Valle del Cauca,Bachillerato,Primaria,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",10,2,2024,0,0,0
17,2.72,3,1.35,48,Mujer,Soltero,Urbana,Huila,Primaria,Tecnico,Privado,Universitario,Distancia tradicional,Ciencias de la salud,9,3,2025,0,0,0
18,2.67,1,3.56,17,Hombre,Union libre,Rural,Cesar,Bachillerato,Primaria,Privado,Tecnologico,Presencial,"Ingenieria, arquitectura, urbanismo y afines",6,2,2023,0,0,0
18,3.46,2,13.59,52,Hombre,Soltero,Urbana,Bolívar,Bachillerato,Tecnico,Privado,Tecnologico,Distancia tradicional,"Economia, administracion, contaduria y afines",10,3,2023,0,0,1
20,3.97,2,15.01,74,Mujer,Soltero,Urbana,Cauca,Primaria,Ninguno,Publico,Tecnologico,Presencial,Ciencias de la salud,10,3,2024,1,0,1
22,3.01,0,0.94,60,Mujer,Union libre,Urbana,Bogotá D.C.,Tecnico,Tecnico,Privado,Tecnico profesional,Distancia tradicional,Ciencias de la salud,10,2,2025,0,0,0
15,3.93,0,24.31,69,Hombre,Soltero,Urbana,Nariño,Bachillerato,Ninguno,Privado,Tecnologico,Presencial,Ciencias de la salud,9,5,2025,0,1,0
16,4.18,1,11.74,64,Hombre,Soltero,Urbana,Valle del Cauca,Bachillerato,Bachillerato,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",9,3,2023,0,0,0
20,2.75,3,19.23,62,Mujer,Soltero,Urbana,Bolívar,Primaria,Universitario,Publico,Universitario,Presencial,Ciencias de la salud,4,4,2023,1,0,0
17,3.82,0,11.52,64,Hombre,Soltero,Rural,Norte de Santander,Posgrado,Tecnico,Privado,Tecnologico,Presencial,Ciencias de la educacion,1,3,2023,0,0,0
18,3.5,0,14.16,55,Hombre,Soltero,Urbana,Tolima,Bachillerato,Bachillerato,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",10,3,2022,1,0,0
21,4.63,0,2.33,60,Mujer,Soltero,Urbana,Antioquia,Primaria,Universitario,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",1,1,2021,0,0,0
17,3.32,1,8.01,36,Mujer,Soltero,Urbana,Magdalena,Primaria,Bachillerato,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",9,3,2022,1,1,0
21,4.66,0,5.09,74,Hombre,Soltero,Urbana,Antioquia,Universitario,Ninguno,Privado,Tecnologico,Presencial,Bellas artes,10,3,2024,1,0,0
22,3.65,0,12.39,60,Mujer,Soltero,Urbana,Bolívar,Primaria,Universitario,Privado,Universitario,Presencial,Ciencias de la educacion,6,2,2023,0,0,1
21,2.82,3,4.48,42,Mujer,Soltero,Urbana,Atlántico,Primaria,Primaria,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",4,4,2024,0,0,0
23,3.74,0,4.32,77,Hombre,Soltero,Urbana,Magdalena,Universitario,Primaria,Publico,Universitario,Presencial,Ciencias de la educacion,11,3,2023,0,1,0
22,3.28,0,11.92,53,Hombre,Soltero,Urbana,Norte de Santander,Primaria,Universitario,Privado,Universitario,Distancia tradicional,"Ingenieria, arquitectura, urbanismo y afines",11,2,2023,0,0,0
23,4.09,1,4.46,75,Mujer,Soltero,Urbana,Nariño,Ninguno,Posgrado,Privado,Tecnologico,Presencial,Ciencias sociales y humanas,1,2,2024,0,0,1
18,2.75,1,11.83,54,Mujer,Casado,Urbana,Bogotá D.C.,Bachillerato,Tecnico,Publico,Universitario,Presencial,Ciencias sociales y humanas,11,3,2023,1,1,0
22,2.15,3,7.94,50,Hombre,Soltero,Urbana,Valle del Cauca,Bachillerato,Primaria,Publico,Universitario,Presencial,Ciencias sociales y humanas,7,2,2024,0,0,1
18,3.17,2,25.56,78,Hombre,Soltero,Rural,Casanare,Universitario,Universitario,Publico,Universitario,Presencial,Ciencias de la salud,6,2,2023,1,0,1
27,4.5,0,21.17,91,Mujer,Soltero,Urbana,Antioquia,Primaria,Bachillerato,Privado,Universitario,Presencial,Bellas artes,5,2,2023,1,0,1
21,3.35,2,16.41,47,Hombre,Soltero,Urbana,Cauca,Ninguno,Bachillerato,Privado,Tecnologico,Presencial,Ciencias de la salud,10,2,2024,1,0,0
18,2.84,1,8.76,37,Mujer,Soltero,Rural,Tolima,Tecnico,Universitario,Publico,Universitario,Virtual,"Agronomia, veterinaria y afines",11,1,2024,1,0,0
17,3.16,2,7.44,48,Mujer,Soltero,Urbana,Bolívar,Primaria,Primaria,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",1,2,2022,1,1,1
21,3.19,0,4.8,48,Hombre,Soltero,Rural,Cundinamarca,Bachillerato,Primaria,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",10,3,2023,0,0,0
18,4.92,0,30.43,93,Hombre,Soltero,Rural,Antioquia,Bachillerato,Universitario,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",4,2,2024,0,0,0
15,5.0,0,17.39,90,Mujer,Soltero,Rural,Antioquia,Bachillerato,Primaria,Publico,Universitario,Distancia tradicional,Ciencias de la educacion,9,3,2022,0,0,1
21,3.27,2,8.37,54,Hombre,Soltero,Rural,Tolima,Primaria,Ninguno,Publico,Tecnologico,Distancia tradicional,"Economia, administracion, contaduria y afines",11,2,2023,1,1,0
16,3.97,0,6.54,71,Mujer,Soltero,Urbana,Bogotá D.C.,Universitario,Tecnico,Publico,Universitario,Virtual,"Economia, administracion, contaduria y afines",5,3,2022,0,0,0
18,2.75,3,13.3,57,Mujer,Soltero,Rural,Tolima,Primaria,Primaria,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",9,3,2021,1,0,0
22,3.71,1,6.12,74,Hombre,Soltero,Urbana,Magdalena,Bachillerato,Tecnico,Privado,Universitario,Distancia tradicional,Ciencias de la salud,9,2,2021,1,0,0
22,4.77,0,5.64,85,Hombre,Soltero,Urbana,Bogotá D.C.,Bachillerato,Primaria,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",8,3,2025,0,0,0
17,3.1,1,6.78,48,Mujer,Soltero,Urbana,Antioquia,Primaria,Tecnico,Publico,Tecnologico,Presencial,"Ingenieria, arquitectura, urbanismo y afines",3,3,2024,0,0,0
17,4.47,0,1.4,69,Mujer,Soltero,Urbana,Cundinamarca,Primaria,Primaria,Publico,Universitario,Presencial,"Agronomia, veterinaria y afines",8,3,2023,1,0,0
22,2.9,0,12.52,48,Mujer,Soltero,Urbana,Bogotá D.C.,Primaria,Bachillerato,Privado,Tecnico profesional,Presencial,Bellas artes,9,1,2022,0,0,0
19,2.37,2,13.59,25,Mujer,Soltero,Urbana,Córdoba,Tecnico,Bachillerato,Publico,Tecnologico,Virtual,"Ingenieria, arquitectura, urbanismo y afines",12,2,2025,1,0,1
19,3.82,0,3.89,62,Mujer,Soltero,Urbana,Bogotá D.C.,Universitario,Bachillerato,Privado,Universitario,Presencial,"Agronomia, veterinaria y afines",9,1,2021,0,0,1
21,3.69,1,7.35,54,Hombre,Soltero,Urbana,Valle del Cauca,Bachillerato,Posgrado,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",7,1,2022,0,0,1
15,4.44,0,14.58,70,Hombre,Soltero,Urbana,Santander,Ninguno,Bachillerato,Privado,Tecnologico,Distancia tradicional,"Ingenieria, arquitectura, urbanismo y afines",8,4,2025,1,0,1
17,2.21,4,8.69,43,Mujer,Soltero,Urbana,Bogotá D.C.,Bachillerato,Bachillerato,Privado,Universitario,Distancia tradicional,"Ingenieria, arquitectura, urbanismo y afines",1,4,2022,0,0,0
18,3.91,2,4.89,26,Hombre,Soltero,Urbana,Caquetá,Bachillerato,Primaria,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",9,5,2025,0,0,0
18,3.27,2,11.39,56,Mujer,Soltero,Urbana,Caquetá,Primaria,Ninguno,Publico,Universitario,Presencial,Ciencias sociales y humanas,8,2,2024,0,1,1
28,4.17,0,3.44,67,Mujer,Soltero,Urbana,Antioquia,Primaria,Universitario,Privado,Tecnologico,Distancia tradicional,"Ingenieria, arquitectura, urbanismo y afines",11,1,2023,0,0,0
15,3.37,1,11.63,72,Mujer,Soltero,Urbana,La Guajira,Ninguno,Bachillerato,Privado,Universitario,Presencial,"Agronomia, veterinaria y afines",5,2,2025,1,0,1
19,3.11,0,16.89,64,Hombre,Soltero,Urbana,Magdalena,Bachillerato,Primaria,Publico,Tecnico profesional,Presencial,"Ingenieria, arquitectura, urbanismo y afines",4,4,2023,0,0,0
19,2.08,1,11.55,22,Mujer,Otro,Urbana,Antioquia,Bachillerato,Tecnico,Privado,Tecnologico,Virtual,Ciencias sociales y humanas,3,3,2025,0,0,0
19,2.82,1,2.83,34,Hombre,Soltero,Urbana,Bogotá D.C.,Ninguno,Primaria,Privado,Tecnologico,Presencial,Ciencias sociales y humanas,2,2,2021,1,1,0
17,4.28,0,1.31,64,Hombre,Soltero,Urbana,Córdoba,Bachillerato,Tecnico,Privado,Tecnologico,Presencial,"Ingenieria, arquitectura, urbanismo y afines",11,3,2023,0,1,0
22,4.75,0,34.04,66,Mujer,Soltero,Urbana,Bogotá D.C.,Bachillerato,Bachillerato,Publico,Universitario,Distancia tradicional,Bellas artes,11,1,2021,1,0,1
24,3.28,3,4.63,45,Mujer,Soltero,Urbana,Antioquia,Universitario,Bachillerato,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",3,1,2023,1,0,0
20,2.74,1,8.88,31,Mujer,Soltero,Urbana,Caquetá,Bachillerato,Bachillerato,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",9,2,2023,0,0,0
15,3.19,3,9.7,49,Hombre,Soltero,Urbana,Valle del Cauca,Universitario,Tecnico,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",10,3,2022,0,0,1
20,2.79,2,8.61,23,Mujer,Soltero,Urbana,Sucre,Tecnico,Tecnico,Privado,Universitario,Distancia tradicional,"Ingenieria, arquitectura, urbanismo y afines",1,2,2023,0,0,0
15,3.27,1,37.46,39,Hombre,Soltero,Urbana,Bolívar,Bachillerato,Universitario,Privado,Universitario,Distancia tradicional,"Economia, administracion, contaduria y afines",10,2,2022,0,0,1
24,2.56,3,65.04,37,Mujer,Soltero,Urbana,La Guajira,Primaria,Bachillerato,Privado,Tecnico profesional,Distancia tradicional,"Ingenieria, arquitectura, urbanismo y afines",12,4,2023,0,0,0
18,4.8,0,7.67,77,Mujer,Soltero,Urbana,Córdoba,Bachillerato,Universitario,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",8,3,2025,1,0,0
22,4.42,0,13.69,68,Mujer,Soltero,Urbana,Huila,Bachillerato,Tecnico,Publico,Universitario,Presencial,"Agronomia, veterinaria y afines",9,3,2022,1,1,1
22,3.27,2,17.7,50,Hombre,Soltero,Urbana,Bolívar,Primaria,Primaria,Privado,Universitario,Presencial,Ciencias sociales y humanas,3,1,2023,1,0,0
17,3.21,3,6.69,58,Mujer,Otro,Urbana,Meta,Bachillerato,Bachillerato,Privado,Universitario,Distancia tradicional,Ciencias de la educacion,6,2,2021,1,0,0
23,4.44,0,3.73,89,Hombre,Union libre,Urbana,Bogotá D.C.,Universitario,Primaria,Publico,Universitario,Virtual,"Economia, administracion, contaduria y afines",8,4,2025,0,0,0
21,3.97,1,6.27,74,Mujer,Soltero,Urbana,Bogotá D.C.,Bachillerato,Primaria,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",4,1,2021,1,0,0
15,3.51,1,13.25,46,Mujer,Soltero,Urbana,Atlántico,Ninguno,Tecnico,Privado,Universitario,Presencial,Ciencias de la salud,9,3,2023,0,1,0
17,2.88,0,15.35,37,Hombre,Union libre,Rural,Cundinamarca,Bachillerato,Bachillerato,Privado,Universitario,Presencial,"Agronomia, veterinaria y afines",7,3,2022,1,0,0
24,4.05,0,4.55,51,Mujer,Soltero,Urbana,Córdoba,Primaria,Primaria,Publico,Tecnologico,Presencial,"Ingenieria, arquitectura, urbanismo y afines",9,3,2025,0,0,0
20,3.74,1,15.03,59,Mujer,Soltero,Urbana,Chocó,Primaria,Primaria,Privado,Tecnico profesional,Presencial,Matematicas y ciencias naturales,9,2,2022,0,1,1
28,3.03,0,12.14,63,Hombre,Soltero,Urbana,Atlántico,Primaria,Bachillerato,Publico,Universitario,Distancia tradicional,"Economia, administracion, contaduria y afines",11,2,2024,1,0,0
20,3.88,0,27.03,80,Hombre,Soltero,Urbana,Atlántico,Primaria,Universitario,Publico,Universitario,Presencial,Ciencias sociales y humanas,10,2,2021,0,1,1
16,3.28,2,9.79,54,Mujer,Soltero,Urbana,Valle del Cauca,Tecnico,Bachillerato,Privado,Tecnologico,Presencial,Bellas artes,8,2,2024,0,1,0
24,3.81,1,4.93,81,Mujer,Soltero,Urbana,Antioquia,Bachillerato,Primaria,Privado,Universitario,Virtual,Ciencias de la educacion,11,1,2022,0,0,0
15,3.77,1,1.59,53,Mujer,Casado,Urbana,Huila,Ninguno,Bachillerato,Privado,Tecnologico,Virtual,"Economia, administracion, contaduria y afines",3,1,2023,0,0,1
23,3.27,0,8.29,69,Hombre,Soltero,Urbana,Santander,Primaria,Universitario,Privado,Tecnologico,Virtual,"Economia, administracion, contaduria y afines",6,2,2024,0,1,0
20,4.01,1,4.87,70,Hombre,Soltero,Urbana,La Guajira,Tecnico,Bachillerato,Privado,Universitario,Distancia tradicional,"Ingenieria, arquitectura, urbanismo y afines",1,1,2022,0,0,0
22,3.31,3,15.66,48,Mujer,Soltero,Urbana,Sucre,Primaria,Bachillerato,Privado,Tecnico profesional,Presencial,Ciencias de la educacion,12,3,2022,1,0,0
23,2.78,4,6.69,37,Mujer,Soltero,Urbana,Valle del Cauca,Primaria,Tecnico,Publico,Universitario,Virtual,Matematicas y ciencias naturales,7,2,2025,0,0,0
23,3.13,1,2.21,63,Mujer,Soltero,Rural,Boyacá,Bachillerato,Primaria,Privado,Universitario,Distancia tradicional,"Ingenieria, arquitectura, urbanismo y afines",5,3,2023,1,0,0
21,3.6,0,20.87,60,Hombre,Soltero,Rural,Bogotá D.C.,Primaria,Primaria,Privado,Tecnico profesional,Presencial,"Economia, administracion, contaduria y afines",9,3,2024,1,0,0
19,3.77,2,7.16,56,Mujer,Soltero,Urbana,La Guajira,Bachillerato,Universitario,Publico,Tecnologico,Presencial,"Economia, administracion, contaduria y afines",6,6,2023,1,0,0
18,3.38,0,3.55,40,Hombre,Soltero,Rural,Boyacá,Bachillerato,Primaria,Privado,Universitario,Virtual,"Ingenieria, arquitectura, urbanismo y afines",9,2,2024,1,0,0
17,3.27,3,5.06,55,Hombre,Soltero,Rural,Bogotá D.C.,Bachillerato,Ninguno,Publico,Universitario,Presencial,Ciencias de la salud,9,3,2025,0,0,0
15,3.18,1,10.32,51,Hombre,Soltero,Rural,Valle del Cauca,Bachillerato,Bachillerato,Publico,Universitario,Presencial,"Agronomia, veterinaria y afines",6,2,2025,0,0,0
17,3.86,1,3.73,66,Mujer,Soltero,Urbana,La Guajira,Tecnico,Bachillerato,Publico,Universitario,Presencial,Ciencias de la educacion,1,1,2022,1,1,0
20,4.03,1,3.01,82,Hombre,Soltero,Urbana,Atlántico,Tecnico,Bachillerato,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",12,4,2024,0,0,0
20,3.78,1,1.04,56,Mujer,Soltero,Urbana,Valle del Cauca,Ninguno,Tecnico,Privado,Tecnico profesional,Virtual,"Economia, administracion, contaduria y afines",7,2,2024,0,0,0
16,2.42,1,10.26,47,Hombre,Soltero,Rural,Bogotá D.C.,Tecnico,Universitario,Privado,Universitario,Presencial,Ciencias sociales y humanas,9,2,2022,1,0,1
22,3.5,3,3.44,46,Hombre,Soltero,Rural,Quindío,Bachillerato,Bachillerato,Publico,Universitario,Distancia tradicional,"Economia, administracion, contaduria y afines",2,3,2023,1,0,0
20,3.31,1,10.26,61,Hombre,Soltero,Urbana,Valle del Cauca,Bachillerato,Primaria,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",1,2,2024,1,1,0
18,3.02,4,13.56,49,Hombre,Soltero,Rural,Cesar,Bachillerato,Tecnico,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",11,2,2023,1,0,0
22,3.03,1,2.87,36,Hombre,Soltero,Urbana,Valle del Cauca,Bachillerato,Bachillerato,Publico,Tecnico profesional,Presencial,"Agronomia, veterinaria y afines",6,1,2022,1,0,0
25,2.29,2,24.68,28,Hombre,Soltero,Urbana,Meta,Primaria,Primaria,Privado,Tecnico profesional,Presencial,Ciencias de la educacion,4,2,2022,0,0,0
20,2.56,4,13.88,49,Mujer,Union libre,Urbana,Valle del Cauca,Universitario,Tecnico,Publico,Universitario,Presencial,"Agronomia, veterinaria y afines",10,2,2023,0,0,0
19,3.16,1,9.89,42,Hombre,Soltero,Urbana,Tolima,Bachillerato,Ninguno,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",9,1,2023,0,0,1
22,3.98,0,0.93,100,Hombre,Union libre,Urbana,Antioquia,Primaria,Tecnico,Privado,Universitario,Presencial,Ciencias de la educacion,10,3,2022,0,0,0
15,2.65,3,6.09,55,Hombre,Union libre,Urbana,Antioquia,Universitario,Primaria,Privado,Universitario,Presencial,"Economia, administracion, contaduria y afines",9,3,2023,1,0,1
18,2.98,1,11.66,41,Hombre,Soltero,Urbana,Bolívar,Bachillerato,Universitario,Publico,Universitario,Presencial,Matematicas y ciencias naturales,12,2,2024,0,0,0
16,3.86,0,4.17,80,Mujer,Soltero,Rural,Valle del Cauca,Bachillerato,Tecnico,Publico,Tecnologico,Virtual,Ciencias de la educacion,7,2,2024,1,1,1
18,3.03,2,3.27,55,Mujer,Soltero,Urbana,Antioquia,Tecnico,Tecnico,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",4,2,2023,0,1,0
17,3.03,2,3.85,79,Mujer,Union libre,Urbana,Quindío,Primaria,Bachillerato,Privado,Tecnico profesional,Presencial,"Ingenieria, arquitectura, urbanismo y afines",8,2,2021,0,0,0
22,3.13,2,1.24,56,Mujer,Union libre,Urbana,Antioquia,Bachillerato,Primaria,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",1,2,2024,0,1,1
19,3.44,0,2.04,57,Mujer,Soltero,Urbana,Tolima,Primaria,Primaria,Privado,Universitario,Distancia tradicional,"Economia, administracion, contaduria y afines",2,2,2022,0,0,0
17,2.54,2,1.99,41,Mujer,Soltero,Urbana,Antioquia,Primaria,Bachillerato,Privado,Universitario,Presencial,Matematicas y ciencias naturales,4,2,2024,0,1,0
18,2.72,1,4.39,34,Hombre,Soltero,Rural,Meta,Universitario,Bachillerato,Publico,Universitario,Presencial,"Economia, administracion, contaduria y afines",10,2,2023,0,1,0
26,3.88,0,6.71,79,Mujer,Soltero,Rural,La Guajira,Primaria,Bachillerato,Publico,Universitario,Presencial,Ciencias sociales y humanas,8,2,2022,0,0,0
16,2.38,0,3.89,57,Hombre,Soltero,Urbana,Magdalena,Primaria,Primaria,Publico,Tecnico profesional,Presencial,"Economia, administracion, contaduria y afines",6,2,2024,1,0,0
27,2.84,2,12.32,61,Hombre,Soltero,Urbana,Cauca,Primaria,Bachillerato,Privado,Universitario,Distancia tradicional,"Ingenieria, arquitectura, urbanismo y afines",4,2,2025,0,0,0
21,3.39,1,12.81,68,Hombre,Otro,Urbana,Boyacá,Bachillerato,Bachillerato,Privado,Universitario,Virtual,Matematicas y ciencias naturales,1,5,2022,1,0,1
16,3.6,1,1.56,70,Hombre,Union libre,Urbana,Córdoba,Universitario,Universitario,Publico,Tecnico profesional,Presencial,"Agronomia, veterinaria y afines",11,4,2023,0,1,1
18,3.8,0,14.88,64,Mujer,Union libre,Rural,Magdalena,Bachillerato,Bachillerato,Publico,Universitario,Presencial,"Agronomia, veterinaria y afines",10,4,2024,0,0,0
18,3.33,2,17.61,72,Mujer,Soltero,Urbana,Norte de Santander,Primaria,Tecnico,Privado,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",10,1,2023,0,0,0
22,3.53,1,13.86,48,Hombre,Soltero,Urbana,Cundinamarca,Tecnico,Bachillerato,Publico,Universitario,Presencial,"Ingenieria, arquitectura, urbanismo y afines",4,3,2025,0,0,0
19,4.19,0,1.74,79,Mujer,Soltero,Urbana,Caquetá,Primaria,Primaria,Privado,Tecnologico,Presencial,"Economia, administracion, contaduria y afines",8,1,2021,0,0,1
15,4.28,0,2.16,70,Hombre,Soltero,Rural,Atlántico,Posgrado,Primaria,Privado,Tecnologico,Presencial,"Ingenieria, arquitectura, urbanismo y afines",2,1,2024,0,0,0
21,4.85,0,6.43,63,Hombre,Soltero,Urbana,Cundinamarca,Bachillerato,Bachillerato,Privado,Universitario,Distancia tradicional,"Ingenieria, arquitectura, urbanismo y afines",3,5,2023,0,0,0
